CurricularUnitID,StudentID,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations)
3335,3335,0,6,10,4,13.25,0,0,6,13,5,11.80,0
3336,3336,0,6,7,0,0,0,0,6,11,1,10,0
3337,3337,0,6,17,2,12.50,0,0,6,10,0,0,0
3338,3338,6,10,10,7,12.14,0,4,9,9,4,12.25,0
3339,3339,0,5,8,3,12,0,0,5,10,3,11.33,0
3340,3340,0,6,6,4,11.25,0,0,6,9,4,10.43,0
3341,3341,0,4,8,0,0,1,0,6,0,0,0,0
3342,3342,0,6,7,5,12.40,0,0,6,8,4,13,0
3343,3343,0,6,6,6,12.83,0,0,6,8,6,12.67,2
3344,3344,0,5,7,1,13,0,0,5,7,2,10,0
3345,3345,5,7,7,5,12,0,3,7,7,3,11.67,0
3346,3346,0,6,13,2,12,0,0,6,12,1,13,0
3347,3347,0,7,18,0,0,0,0,7,7,0,0,0
3348,3348,0,5,0,0,0,0,0,5,0,0,0,0
3349,3349,0,6,10,6,11.38,0,0,6,10,5,11.60,0
3350,3350,1,6,15,2,12,0,0,6,7,0,0,0
3351,3351,0,6,6,6,11.83,0,0,6,6,6,11.67,0
3352,3352,0,6,17,1,12,0,0,6,23,2,10.50,1
3353,3353,1,6,7,3,12,0,2,6,7,2,11,0
3354,3354,0,6,7,6,12.71,0,0,6,8,5,11.83,0
3355,3355,0,8,8,8,15.30,0,0,8,8,8,15.30,0
3356,3356,2,8,12,2,11.50,2,0,7,9,0,0,0
3357,3357,0,5,12,1,13,0,0,5,8,3,12.60,0
3358,3358,0,6,12,0,0,0,0,6,10,0,0,0
3359,3359,0,7,0,0,0,0,0,8,0,0,0,0
3360,3360,0,5,8,4,11,0,0,5,8,5,12,0
3361,3361,0,6,7,3,12.67,0,0,6,10,5,13.13,0
3362,3362,0,6,6,6,13.50,0,0,6,6,6,14,0
3363,3363,0,5,7,5,12,0,0,5,10,5,11.40,0
3364,3364,0,5,6,0,0,0,0,5,5,0,0,0
3365,3365,0,6,8,5,11.80,0,0,6,8,4,10.50,0
3366,3366,0,6,12,2,11.50,0,0,6,13,1,13,0
3367,3367,0,5,11,2,11.50,0,0,5,10,3,12,0
3368,3368,0,7,7,6,14.62,0,0,7,7,6,14.62,0
3369,3369,0,8,8,7,14.06,0,0,8,8,7,14.06,0
3370,3370,0,6,9,4,11,0,0,6,12,3,11.33,0
3371,3371,0,5,0,0,0,0,0,5,0,0,0,0
3372,3372,6,14,22,7,12.19,5,6,14,22,7,12.19,5
3373,3373,0,6,6,6,12.83,0,0,6,7,6,12.33,0
3374,3374,0,5,8,5,12.88,0,0,5,6,5,11.83,0
3375,3375,0,6,6,6,12.17,0,0,6,6,6,12.50,0
3376,3376,0,6,11,6,13.43,0,0,6,12,6,12.86,0
3377,3377,0,6,6,6,14.50,0,0,6,8,6,14.67,0
3378,3378,0,7,7,7,12.14,0,0,7,7,7,12.86,0
3379,3379,0,5,6,4,11.25,0,0,5,10,3,11.71,0
3380,3380,0,7,7,6,13.90,0,0,7,7,6,13.90,0
3381,3381,0,7,12,3,13.77,0,0,7,11,3,12.07,0
3382,3382,13,15,17,13,11.62,0,11,14,14,11,12.55,0
3383,3383,0,6,6,6,15.17,0,0,6,7,6,14.14,0
3384,3384,0,5,5,0,0,0,0,5,5,0,0,0
3385,3385,0,5,10,2,14.50,1,0,5,9,3,11.33,0
3386,3386,0,6,9,5,10.80,0,0,6,8,6,10.71,0
3387,3387,0,7,7,7,14,0,0,8,9,8,14.96,0
3388,3388,0,6,8,6,13.29,0,0,6,16,6,11.80,0
3389,3389,6,12,12,12,12.75,0,4,11,16,11,13.25,0
3390,3390,0,6,15,2,10.50,0,0,6,8,5,12.40,0
3391,3391,0,7,7,7,12.71,0,0,7,7,7,12.29,0
3392,3392,0,8,8,8,12.89,0,0,8,8,8,12.89,0
3393,3393,0,6,7,5,13,0,0,6,6,6,12.67,0
3394,3394,0,5,7,5,12.20,0,0,5,6,5,11.20,0
3395,3395,0,5,8,4,12.80,0,0,5,10,3,14.50,0
3396,3396,7,11,15,11,13.79,0,4,9,9,9,13.89,0
3397,3397,0,5,5,0,0,0,0,5,9,4,13.25,2
3398,3398,0,8,8,8,14.50,0,0,8,8,8,14.50,0
3399,3399,0,7,7,6,14.35,0,0,7,7,6,14.35,0
3400,3400,0,6,6,6,11.50,0,0,6,6,6,12.33,0
3401,3401,0,6,8,6,11.71,0,0,6,6,6,14.67,0
3402,3402,0,6,9,6,13.57,0,0,6,10,5,13.60,0
3403,3403,0,6,6,5,13,0,0,6,6,6,13.67,0
3404,3404,0,7,8,7,13.57,0,0,8,8,8,14.03,0
3405,3405,1,5,5,5,10.20,0,0,5,9,4,11.25,0
3406,3406,0,0,0,0,0,0,0,0,0,0,0,0
3407,3407,0,6,8,5,12.20,0,0,6,8,5,11.80,0
3408,3408,0,8,8,8,14.15,0,0,8,8,8,14.15,0
3409,3409,0,8,8,0,0,8,0,8,8,0,0,8
3410,3410,0,6,7,6,13.83,0,0,6,6,6,12.83,0
3411,3411,0,6,7,6,13.43,0,0,6,6,4,14,0
3412,3412,0,8,8,7,12.45,0,0,8,8,7,12.45,0
3413,3413,0,5,9,1,11,1,0,5,10,0,0,0
3414,3414,0,7,0,0,0,0,0,8,0,0,0,0
3415,3415,0,7,8,6,13.27,0,0,8,11,7,12.94,0
3416,3416,0,7,8,6,13.55,0,0,8,11,6,14.78,0
3417,3417,0,6,6,6,12.17,0,0,6,6,6,12.50,0
3418,3418,0,6,16,2,11,0,0,6,12,0,0,0
3419,3419,0,7,7,7,13.29,0,0,7,7,7,14.43,0
3420,3420,0,6,6,6,13.33,0,0,6,7,6,14,0
3421,3421,0,8,8,8,13.26,0,0,8,8,8,13.26,0
3422,3422,0,6,7,0,0,0,0,6,7,0,0,0
3423,3423,0,6,10,6,12.67,0,0,6,6,2,11.50,0
3424,3424,0,5,5,5,14.60,0,0,5,5,5,15.40,0
3425,3425,0,5,13,0,0,5,0,5,5,0,0,5
3426,3426,3,5,7,3,12.33,0,0,5,8,0,0,0
3427,3427,0,5,5,5,10.80,0,0,5,11,2,11,0
3428,3428,0,6,7,6,11.67,0,0,6,10,6,11.33,0
3429,3429,0,6,6,4,12.50,0,0,6,6,6,14.33,0
3430,3430,0,5,0,0,0,0,0,5,0,0,0,0
3431,3431,0,6,6,6,15.33,0,0,6,6,6,14.17,0
3432,3432,0,8,8,7,14.20,0,0,8,8,7,14.20,0
3433,3433,0,6,6,6,14.83,0,0,6,6,6,14.67,0
3434,3434,0,7,7,7,13.64,0,0,8,8,8,14.39,0
3435,3435,0,6,6,6,13.83,0,0,6,6,6,14,0
3436,3436,0,6,6,6,11.83,0,0,6,7,6,13,0
3437,3437,0,6,7,6,13.43,0,0,6,10,6,13.50,0
3438,3438,8,13,16,8,10.50,0,8,12,19,9,10.33,0
3439,3439,0,7,10,6,11.42,0,0,8,9,8,11.96,0
3440,3440,0,7,16,2,12.75,0,0,7,12,2,11,0
3441,3441,0,7,10,6,11.15,0,0,7,7,7,12.81,0
3442,3442,0,6,8,3,11.67,0,0,6,11,5,13.63,0
3443,3443,0,6,7,6,11.50,0,0,6,8,5,12.40,0
3444,3444,0,6,6,6,13.83,0,0,6,6,6,12.67,0
3445,3445,1,6,8,6,11.71,1,0,6,11,4,11.33,0
3446,3446,0,7,8,7,11.68,0,0,8,10,7,13.04,0
3447,3447,0,6,7,6,15.71,0,0,6,6,6,14.67,0
3448,3448,0,0,0,0,0,0,0,0,0,0,0,0
3449,3449,0,6,6,6,13,0,0,6,7,6,13,0
3450,3450,0,7,7,7,14.49,0,0,8,9,8,14.59,0
3451,3451,0,5,9,5,12.29,0,0,5,8,5,12.13,0
3452,3452,0,7,12,4,13.38,0,0,7,7,5,13.50,0
3453,3453,1,8,8,7,11.57,0,1,8,8,7,11.57,0
3454,3454,0,8,8,7,12.66,0,0,8,8,7,12.66,0
3455,3455,0,5,9,2,10,1,0,5,11,1,10,0
3456,3456,0,6,7,6,13.71,0,0,6,6,6,13.17,0
3457,3457,10,14,21,13,13.07,0,4,11,16,11,13,0
3458,3458,0,6,7,6,15.33,0,0,6,9,6,14,0
3459,3459,0,6,9,5,11.57,0,0,6,8,6,12.14,0
3460,3460,0,5,10,0,0,0,0,5,5,0,0,0
3461,3461,0,7,7,6,12.90,0,0,7,7,6,12.90,0
3462,3462,1,8,12,5,13.13,1,1,8,12,5,13.13,1
3463,3463,4,10,20,4,11.50,2,3,9,13,3,11.67,2
3464,3464,0,6,11,3,10.33,0,0,6,10,5,11.80,0
3465,3465,0,6,6,6,13.50,0,0,6,7,6,13.43,0
3466,3466,0,1,1,0,0,1,0,5,0,0,0,0
3467,3467,0,5,5,4,12,0,0,4,4,2,11.50,0
3468,3468,2,8,10,7,11.14,0,2,8,11,8,11.38,0
3469,3469,0,5,11,5,11.40,0,0,5,10,4,10.25,0
3470,3470,0,8,8,7,12.77,1,0,8,8,7,12.77,1
3471,3471,0,8,8,7,13.80,0,0,8,8,7,13.80,0
3472,3472,0,6,7,6,13.33,0,0,6,6,6,13.50,0
3473,3473,0,6,11,0,0,0,0,5,6,0,0,0
3474,3474,14,15,17,14,11.36,0,13,14,15,13,12.85,0
3475,3475,0,5,11,0,0,0,0,5,8,0,0,0
3476,3476,0,6,13,6,15.69,0,0,6,13,5,14.43,0
3477,3477,13,18,19,18,15.05,0,11,13,13,13,14.54,0
3478,3478,6,10,20,6,11.50,0,5,10,17,5,12.40,0
3479,3479,2,8,15,7,11,0,0,6,17,1,10,0
3480,3480,0,6,6,6,13,0,0,6,6,6,13.17,0
3481,3481,0,8,8,8,12.94,0,0,8,8,8,12.94,0
3482,3482,0,0,0,0,0,0,0,0,0,0,0,0
3483,3483,0,6,6,0,0,0,0,6,8,0,0,0
3484,3484,0,7,10,5,13,0,0,7,9,5,12.88,0
3485,3485,0,7,11,5,12.18,0,0,7,11,4,11.81,0
3486,3486,0,6,13,3,11.33,0,0,6,12,5,11.40,0
3487,3487,0,8,8,7,13,0,0,8,8,7,13,0
3488,3488,0,5,5,0,0,0,0,6,0,0,0,0
3489,3489,0,5,13,2,12.50,2,0,5,8,3,12.33,0
3490,3490,0,6,9,5,11,0,0,6,9,5,12.17,0
3491,3491,0,0,0,0,0,0,0,0,0,0,0,0
3492,3492,0,5,5,0,0,0,0,5,5,0,0,0
3493,3493,0,5,9,0,0,0,0,5,5,1,10,0
3494,3494,0,5,6,0,0,0,0,5,5,0,0,0
3495,3495,0,5,5,5,12.40,0,0,5,5,4,10.75,0
3496,3496,0,6,8,6,15.50,0,0,6,10,6,14.10,0
3497,3497,0,5,13,2,11.50,0,0,5,12,3,10.80,0
3498,3498,0,5,7,4,13.33,0,0,5,9,4,11.60,1
3499,3499,0,6,8,6,12.67,0,0,6,6,6,13.50,0
3500,3500,0,6,6,0,0,0,0,6,6,0,0,0
3501,3501,0,5,8,5,12.60,0,0,5,9,5,13.60,0
3502,3502,0,6,6,6,13.50,0,0,6,6,0,0,0
3503,3503,0,6,6,6,13,0,0,6,8,6,13,0
3504,3504,0,6,15,6,11.71,0,0,6,8,4,11.75,0
3505,3505,0,6,8,6,12.17,0,0,6,7,5,13,0
3506,3506,0,5,10,0,0,1,0,5,13,0,0,0
3507,3507,0,6,12,0,0,0,0,6,6,0,0,6
3508,3508,0,5,6,5,11.50,0,0,5,5,5,11.60,0
3509,3509,0,5,7,4,11.25,0,0,5,6,4,12.25,0
3510,3510,2,7,7,7,12.29,0,5,9,10,8,12.38,0
3511,3511,0,7,7,7,12.72,0,0,8,11,8,12.81,0
3512,3512,2,6,12,5,12.40,0,1,6,11,2,15,0
3513,3513,0,0,0,0,0,0,0,0,0,0,0,0
3514,3514,0,6,16,1,14,0,0,6,7,0,0,0
3515,3515,0,5,10,3,11.67,0,0,5,8,4,11.25,0
3516,3516,0,6,15,1,13,0,0,6,8,4,11.25,0
3517,3517,0,0,0,0,0,0,0,0,0,0,0,0
3518,3518,0,5,10,0,0,0,0,5,11,1,12,3
3519,3519,2,6,13,4,11.50,0,2,6,12,2,12.50,0
3520,3520,6,10,10,7,11.71,0,4,10,10,6,11.50,0
3521,3521,0,5,7,5,12.60,0,0,5,7,5,13.71,0
3522,3522,12,17,19,13,11.64,0,12,17,25,12,11.25,0
3523,3523,0,6,8,6,14.88,0,0,6,8,6,13.43,0
3524,3524,0,5,11,2,10,0,0,5,10,3,10.33,0
3525,3525,0,5,5,5,14.20,0,0,5,5,5,14.60,0
3526,3526,0,6,8,6,12.71,0,0,6,9,6,13.50,0
3527,3527,4,12,16,5,11.60,0,2,7,7,5,11.20,0
3528,3528,0,7,14,5,11.94,0,0,7,14,6,12.20,0
3529,3529,0,5,10,4,11.60,0,0,5,9,3,14.20,0
3530,3530,0,7,9,5,12.70,0,0,8,9,7,13.48,0
3531,3531,0,6,6,6,13.33,0,0,6,9,5,13.80,0
3532,3532,4,9,13,8,13.33,0,5,10,12,9,13.11,0
3533,3533,0,5,5,5,13.40,0,0,5,5,5,15,0
3534,3534,0,6,12,0,0,0,0,6,12,0,0,0
3535,3535,0,5,5,2,11,0,0,5,5,0,0,0
3536,3536,13,15,17,13,12,0,9,13,13,9,11.33,0
3537,3537,0,5,0,0,0,0,0,5,0,0,0,0
3538,3538,0,5,5,0,0,0,0,5,9,0,0,0
3539,3539,0,6,12,4,12.50,0,0,6,12,4,10.25,0
3540,3540,0,6,7,6,13.67,0,0,6,7,6,12.17,1
3541,3541,0,5,10,1,10,0,0,5,7,0,0,0
3542,3542,0,6,6,6,11.50,0,0,6,9,2,13,0
3543,3543,0,5,7,4,12.25,0,0,5,7,4,12.75,0
3544,3544,0,6,11,5,13.60,0,0,6,11,5,13.67,0
3545,3545,0,5,11,2,10.50,0,0,5,9,3,11.33,1
3546,3546,0,7,7,6,13.27,0,0,7,7,6,13.27,0
3547,3547,0,7,8,7,12.51,0,0,8,8,8,14.19,0
3548,3548,0,5,9,0,0,0,0,5,5,0,0,0
3549,3549,0,6,14,0,0,0,0,6,6,0,0,0
3550,3550,0,7,7,6,13.48,0,0,7,7,6,13.48,0
3551,3551,0,7,9,6,12.57,0,0,8,12,5,12.16,0
3552,3552,0,6,8,0,0,0,0,5,6,0,0,0
3553,3553,0,5,9,3,13,0,0,5,9,3,11.67,0
3554,3554,0,5,6,5,16.50,0,0,5,7,5,17.71,0
3555,3555,0,6,7,6,13.17,0,0,6,9,5,13.20,0
3556,3556,1,6,11,6,13.80,0,1,6,7,6,13.14,0
3557,3557,0,6,7,6,11.17,0,0,6,11,4,11.80,0
3558,3558,0,6,0,0,0,0,0,6,0,0,0,0
3559,3559,0,6,7,6,12.67,0,0,6,8,6,12.14,0
3560,3560,0,5,5,5,12.60,0,0,5,6,4,14.50,1
3561,3561,0,7,7,5,13.06,0,0,7,9,0,0,0
3562,3562,0,6,7,6,13.83,0,0,6,8,6,13.63,0
3563,3563,0,5,5,0,0,0,0,5,5,0,0,0
3564,3564,2,6,6,2,16,0,2,7,7,2,16,0
3565,3565,0,5,5,0,0,0,0,5,5,0,0,0
3566,3566,0,5,12,3,10.67,0,0,5,11,3,10.67,0
3567,3567,14,18,18,18,14.50,0,13,18,18,18,14.50,0
3568,3568,0,5,6,5,14,0,0,5,7,5,13.80,0
3569,3569,0,5,10,3,13.33,0,0,5,11,5,13.57,0
3570,3570,0,6,0,0,0,0,0,6,0,0,0,0
3571,3571,0,6,9,5,12,0,0,6,10,4,11.20,0
3572,3572,0,5,6,5,16.20,0,0,5,8,5,16,0
3573,3573,7,13,13,7,10.29,0,5,11,13,5,10.60,0
3574,3574,0,5,5,0,0,0,0,5,5,0,0,0
3575,3575,0,6,7,6,13.57,0,0,6,8,6,13.17,0
3576,3576,0,6,7,6,14.29,0,0,6,9,6,14.86,0
3577,3577,0,5,7,5,10.20,0,0,5,6,4,10.50,0
3578,3578,0,8,16,2,10.25,1,0,8,16,2,10.25,1
3579,3579,0,6,0,0,0,0,0,6,0,0,0,0
3580,3580,0,6,7,6,14.83,0,0,6,6,6,14.83,0
3581,3581,0,6,12,5,13.63,0,0,6,6,5,12.60,0
3582,3582,0,7,7,7,12.27,0,0,8,10,7,13.66,0
3583,3583,0,5,0,0,0,0,0,5,0,0,0,0
3584,3584,0,5,8,4,12.50,0,0,5,9,5,10.50,0
3585,3585,3,9,10,9,13.22,0,2,7,8,7,13.14,0
3586,3586,0,7,13,2,15,0,0,7,12,2,11.50,0
3587,3587,0,0,0,0,0,0,0,0,0,0,0,0
3588,3588,6,12,12,12,13.17,0,6,12,12,12,13,0
3589,3589,0,6,8,5,13.83,0,0,6,6,4,14,0
3590,3590,0,5,0,0,0,0,0,5,0,0,0,0
3591,3591,0,5,6,0,0,0,0,5,6,0,0,0
3592,3592,0,8,8,7,13.15,0,0,8,8,7,13.15,0
3593,3593,7,12,12,9,12.33,0,6,11,11,6,13.17,0
3594,3594,0,6,6,6,13,0,0,6,7,5,11.80,0
3595,3595,0,5,14,2,11.50,2,0,5,8,5,11.40,3
3596,3596,0,6,15,3,13.25,0,0,6,9,1,12,0
3597,3597,0,6,12,3,13.33,0,0,6,12,3,12.75,0
3598,3598,0,6,6,6,13.50,0,0,6,6,6,12.17,0
3599,3599,0,6,7,6,12.67,0,0,6,8,5,12.80,0
3600,3600,7,11,18,11,15.09,1,2,6,7,6,14.50,0
3601,3601,0,0,0,0,0,0,0,0,0,0,0,0
3602,3602,0,6,7,6,13.17,0,0,6,7,6,12.67,0
3603,3603,0,6,6,6,12.83,0,0,6,8,6,12.83,0
3604,3604,0,5,7,5,11.80,0,0,5,9,3,12,0
3605,3605,0,6,6,6,11.83,0,0,6,6,6,12.17,0
3606,3606,0,6,6,5,12.80,0,0,6,11,3,12.75,0
3607,3607,2,7,7,5,11.80,0,5,9,9,5,11,0
3608,3608,0,0,0,0,0,0,0,0,0,0,0,0
3609,3609,0,5,7,5,15.80,0,0,5,7,5,14.57,0
3610,3610,0,0,0,0,0,0,0,0,0,0,0,0
3611,3611,0,5,9,2,12.50,0,0,5,10,3,11.60,0
3612,3612,0,6,9,6,14.67,0,0,6,7,6,13.86,0
3613,3613,2,6,10,4,12.50,0,1,6,16,2,12,0
3614,3614,0,5,7,3,12,0,0,6,10,2,10.50,0
3615,3615,2,8,8,7,13.14,0,1,6,8,6,11.83,0
3616,3616,0,6,6,3,12.67,0,0,6,11,4,11.14,0
3617,3617,0,5,6,5,15,0,0,5,6,5,14.20,0
3618,3618,0,6,7,5,13.60,0,0,6,7,5,11.80,0
3619,3619,0,6,6,6,12.50,0,0,6,6,6,13.83,0
3620,3620,0,6,7,6,13.33,0,0,6,7,6,13.50,0
3621,3621,0,6,13,4,12.25,0,0,6,15,5,11,0
3622,3622,0,7,7,7,15.10,0,0,8,8,8,16.09,0
3623,3623,0,6,6,6,13.17,0,0,6,6,6,16,0
3624,3624,0,6,8,4,11,0,0,6,6,0,0,0
3625,3625,0,5,9,3,11.67,0,0,5,9,4,11.75,0
3626,3626,0,6,13,1,10,0,0,6,13,1,13,0
3627,3627,4,7,15,7,11.57,0,2,6,14,2,11,0
3628,3628,0,6,6,6,12.17,0,0,6,10,5,11.20,0
3629,3629,0,0,0,0,0,0,0,0,0,0,0,0
3630,3630,0,6,6,6,13.83,0,0,6,7,6,14.29,0
3631,3631,0,7,10,6,12.36,0,0,8,9,7,13,0
3632,3632,0,6,7,6,12.17,0,0,6,10,2,10.33,0
3633,3633,3,6,8,3,12,0,2,6,6,2,12.50,0
3634,3634,5,10,14,9,12.42,0,5,9,14,7,13,0
3635,3635,0,5,7,4,12.75,0,0,5,6,4,12.75,0
3636,3636,12,21,33,18,14.93,12,12,21,33,18,14.93,12
3637,3637,0,6,6,6,13,0,0,6,7,6,11.67,0
3638,3638,0,7,7,7,12.86,0,0,7,8,6,12.67,0
3639,3639,0,7,10,7,14.46,0,0,8,8,8,13.91,0
3640,3640,0,6,8,6,14,0,0,6,7,6,13.29,0
3641,3641,0,6,6,6,13.50,0,0,6,7,6,12.67,0
3642,3642,0,6,0,0,0,0,0,6,0,0,0,0
3643,3643,0,6,6,6,11.67,0,0,6,12,5,14,0
3644,3644,0,5,6,4,12,0,0,5,8,5,13.33,1
3645,3645,0,6,7,6,11.71,0,0,6,6,6,11.83,0
3646,3646,0,6,8,6,12.67,0,0,6,7,6,12.43,0
3647,3647,0,6,11,3,11.75,0,0,6,19,4,12.80,0
3648,3648,0,6,0,0,0,0,0,6,0,0,0,0
3649,3649,0,8,8,7,12.33,0,0,8,8,7,12.33,0
3650,3650,0,7,14,6,11.67,0,0,7,10,1,10,0
3651,3651,5,12,12,12,13.25,0,5,12,12,11,12.73,0
3652,3652,0,6,8,5,11.83,0,0,6,8,4,13.25,2
3653,3653,0,7,7,7,13.30,0,0,8,8,8,15.13,0
3654,3654,1,6,13,6,12.56,0,1,6,11,5,11.80,0
3655,3655,0,6,6,6,12.83,0,0,6,7,6,12.17,0
3656,3656,3,6,6,6,12.83,0,2,6,6,6,12.83,0
3657,3657,0,5,10,3,12.67,1,0,5,7,3,13,0
3658,3658,0,7,8,6,13.27,0,0,8,8,7,14.47,0
3659,3659,0,5,5,5,12.40,0,0,5,6,5,12.83,0
3660,3660,0,5,10,2,14.50,1,0,5,7,4,11.25,0
3661,3661,0,6,7,0,0,0,0,5,5,0,0,0
3662,3662,0,6,7,6,14.29,0,0,6,8,6,13.25,0
3663,3663,0,5,7,3,12.33,0,0,5,9,5,12.60,0
3664,3664,0,7,10,6,12.58,0,0,8,8,7,12.67,0
3665,3665,0,7,8,6,13.73,0,0,8,10,7,13.77,0
3666,3666,0,6,8,6,12.88,0,0,6,14,5,12.14,0
3667,3667,8,10,14,8,14.63,0,5,7,7,5,13.40,0
3668,3668,0,3,3,0,0,0,0,2,2,0,0,0
3669,3669,0,6,8,6,12.67,0,0,6,7,6,12.67,0
3670,3670,0,8,11,6,12.49,0,0,8,11,6,12.49,0
3671,3671,6,12,12,12,13.67,0,4,11,12,11,14.17,0
3672,3672,0,6,13,6,16,0,0,6,8,6,14.50,0
3673,3673,2,6,8,6,14.14,0,1,6,7,6,13,0
3674,3674,0,6,9,6,11.83,0,0,6,9,4,13.75,0
3675,3675,0,6,6,6,12.67,0,0,6,8,6,13,0
3676,3676,0,6,6,6,12.50,0,0,6,6,6,12.67,0
3677,3677,5,11,16,9,10.89,0,2,10,20,4,11.25,1
3678,3678,0,6,11,1,13,0,0,5,10,0,0,0
3679,3679,0,6,6,6,15.17,0,0,6,6,6,16,0
3680,3680,0,6,8,6,12.67,0,0,6,7,6,12,0
3681,3681,0,0,0,0,0,0,0,0,0,0,0,0
3682,3682,0,5,9,5,12,0,0,5,5,5,10.20,0
3683,3683,0,5,5,0,0,0,0,5,5,0,0,0
3684,3684,0,0,0,0,0,0,0,0,0,0,0,0
3685,3685,0,5,8,2,11,0,0,5,6,4,11.50,0
3686,3686,0,6,7,6,15.71,0,0,6,10,6,15.90,0
3687,3687,11,15,15,11,10.82,0,12,14,15,11,11.64,1
3688,3688,0,5,16,1,12,0,0,5,6,0,0,0
3689,3689,0,6,8,5,12.60,0,0,6,11,4,11.25,0
3690,3690,0,5,12,1,13,2,0,5,7,3,14,0
3691,3691,0,5,8,5,11.60,1,0,5,10,4,10.75,0
3692,3692,0,5,11,1,10,0,0,5,14,1,11,0
3693,3693,0,6,7,1,14,0,0,6,6,0,0,0
3694,3694,0,5,9,5,12.60,0,0,5,8,2,12.50,0
3695,3695,0,0,0,0,0,0,0,0,0,0,0,0
3696,3696,0,5,11,2,11.33,0,0,5,9,1,12,0
3697,3697,0,6,6,6,12.67,0,0,6,7,5,11.40,0
3698,3698,0,6,7,5,10.80,0,0,6,10,2,10.50,0
3699,3699,0,7,14,5,12.88,0,0,8,15,7,11.86,0
3700,3700,0,5,5,0,0,0,0,5,5,0,0,0
3701,3701,0,6,6,6,12.83,0,0,6,8,5,11.40,0
3702,3702,0,5,5,5,12.60,0,0,5,9,3,12.83,0
3703,3703,0,5,0,0,0,0,0,5,0,0,0,0
3704,3704,0,5,11,0,0,0,0,5,5,0,0,0
3705,3705,0,6,6,6,14.17,0,0,6,6,6,14,0
3706,3706,0,5,7,5,13.40,0,0,5,7,4,13.25,0
3707,3707,0,5,8,5,11.20,0,0,5,13,4,11.25,0
3708,3708,0,0,0,0,0,0,0,0,0,0,0,0
3709,3709,0,6,6,6,12.67,0,0,6,8,5,11.80,0
3710,3710,0,5,7,3,12.33,0,0,5,5,4,11.25,0
3711,3711,0,5,7,4,12.25,0,0,5,7,5,12,0
3712,3712,0,0,0,0,0,0,0,0,0,0,0,0
3713,3713,0,5,13,3,10.75,0,0,5,9,3,10.33,0
3714,3714,0,7,7,0,0,0,0,7,8,0,0,0
3715,3715,0,6,13,0,0,0,0,6,6,0,0,0
3716,3716,0,5,9,2,14.33,0,0,5,10,2,12.50,0
3717,3717,1,5,8,2,11.50,0,1,5,13,2,11.50,0
3718,3718,0,0,0,0,0,0,0,0,0,0,0,0
3719,3719,0,5,11,2,10.50,0,0,5,13,0,0,0
3720,3720,0,6,6,6,13.50,0,0,6,0,0,0,0
3721,3721,0,6,17,1,11,0,0,6,19,0,0,0
3722,3722,0,6,6,1,10,0,0,6,6,0,0,0
3723,3723,0,6,17,0,0,2,0,6,8,0,0,0
3724,3724,0,5,10,1,12,0,0,5,7,3,10.67,2
3725,3725,0,5,6,4,12.25,0,0,5,5,5,12.20,0
3726,3726,4,10,21,5,11.40,1,2,7,13,6,11.67,0
3727,3727,0,5,5,0,0,0,0,5,5,0,0,0
3728,3728,0,6,8,4,14.25,0,0,6,10,5,14,0
3729,3729,8,12,12,11,14.45,0,7,11,11,10,14.20,0
3730,3730,8,12,13,12,14.54,0,4,12,14,12,14.46,0
3731,3731,0,7,10,6,12.73,0,0,8,10,7,11.95,0
3732,3732,4,12,13,5,13.20,0,4,12,12,4,13.50,0
3733,3733,0,0,0,0,0,0,0,0,0,0,0,0
3734,3734,0,6,7,6,12.33,0,0,6,10,4,12.75,0
3735,3735,5,9,9,5,11.20,0,5,9,14,7,11.25,2
3736,3736,0,7,7,6,13.20,0,0,7,7,6,13.20,0
3737,3737,0,5,8,5,11.83,0,0,5,8,4,14,0
3738,3738,0,6,10,5,11.33,0,0,6,14,2,11.50,0
3739,3739,0,5,5,5,13.60,0,0,5,6,5,14.60,0
3740,3740,0,5,10,0,0,0,0,5,10,2,11.50,4
3741,3741,0,6,11,5,12.86,0,0,6,12,5,13.67,0
3742,3742,0,5,16,3,14.33,0,0,5,9,5,12.43,0
3743,3743,0,6,9,5,13.50,0,0,6,6,6,14,0
3744,3744,0,6,8,6,14.43,0,0,6,12,4,15.60,0
3745,3745,0,6,12,0,0,0,0,6,12,0,0,0
3746,3746,0,0,0,0,0,0,0,0,0,0,0,0
3747,3747,0,8,8,8,12.83,0,0,8,8,8,12.83,0
3748,3748,0,5,6,0,0,5,0,5,6,4,13.75,1
3749,3749,0,7,0,0,0,0,0,8,0,0,0,0
3750,3750,0,6,6,6,14.67,0,0,6,6,6,13.17,0
3751,3751,0,8,8,7,13.94,0,0,8,8,7,13.94,0
3752,3752,7,12,12,10,14.70,0,8,12,12,12,14.58,0
3753,3753,0,6,6,6,11.67,0,0,6,6,5,12.20,0
3754,3754,0,7,7,6,14.85,0,0,7,7,6,14.85,0
3755,3755,0,5,11,1,12,1,0,5,12,0,0,4
3756,3756,0,7,8,7,13.69,0,0,8,9,8,15.62,0
