ParentDetailID;ParentID;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation
1,640.00;1,640.00;3.00;1.00;2.00;3.00
1,641.00;1,641.00;1.00;37.00;4.00;3.00
1,642.00;1,642.00;38.00;38.00;9.00;7.00
1,643.00;1,643.00;1.00;1.00;4.00;4.00
1,644.00;1,644.00;37.00;19.00;9.00;9.00
1,645.00;1,645.00;3.00;3.00;3.00;3.00
1,646.00;1,646.00;3.00;19.00;4.00;7.00
1,647.00;1,647.00;1.00;19.00;3.00;3.00
1,648.00;1,648.00;1.00;38.00;4.00;7.00
1,649.00;1,649.00;19.00;37.00;9.00;7.00
1,650.00;1,650.00;1.00;38.00;4.00;9.00
1,651.00;1,651.00;3.00;1.00;9.00;9.00
1,652.00;1,652.00;1.00;1.00;4.00;7.00
1,653.00;1,653.00;43.00;3.00;3.00;3.00
1,654.00;1,654.00;19.00;19.00;3.00;10.00
1,655.00;1,655.00;1.00;1.00;2.00;9.00
1,656.00;1,656.00;38.00;1.00;9.00;3.00
1,657.00;1,657.00;3.00;19.00;1.00;4.00
1,658.00;1,658.00;37.00;19.00;9.00;8.00
1,659.00;1,659.00;37.00;37.00;9.00;9.00
1,660.00;1,660.00;3.00;3.00;1.00;2.00
1,661.00;1,661.00;1.00;19.00;4.00;6.00
1,662.00;1,662.00;3.00;3.00;5.00;2.00
1,663.00;1,663.00;19.00;1.00;4.00;4.00
1,664.00;1,664.00;1.00;37.00;9.00;7.00
1,665.00;1,665.00;37.00;37.00;9.00;1.00
1,666.00;1,666.00;1.00;1.00;4.00;4.00
1,667.00;1,667.00;1.00;1.00;5.00;6.00
1,668.00;1,668.00;3.00;19.00;1.00;5.00
1,669.00;1,669.00;1.00;38.00;4.00;6.00
1,670.00;1,670.00;37.00;37.00;5.00;8.00
1,671.00;1,671.00;1.00;1.00;4.00;2.00
1,672.00;1,672.00;19.00;3.00;4.00;2.00
1,673.00;1,673.00;3.00;1.00;4.00;1.00
1,674.00;1,674.00;1.00;1.00;4.00;4.00
1,675.00;1,675.00;1.00;1.00;4.00;9.00
1,676.00;1,676.00;1.00;1.00;4.00;4.00
1,677.00;1,677.00;3.00;3.00;1.00;7.00
1,678.00;1,678.00;1.00;1.00;3.00;3.00
1,679.00;1,679.00;37.00;36.00;4.00;90.00
1,680.00;1,680.00;1.00;37.00;9.00;9.00
1,681.00;1,681.00;38.00;38.00;9.00;7.00
1,682.00;1,682.00;1.00;19.00;4.00;4.00
1,683.00;1,683.00;19.00;1.00;9.00;4.00
1,684.00;1,684.00;2.00;2.00;3.00;3.00
1,685.00;1,685.00;37.00;37.00;5.00;5.00
1,686.00;1,686.00;3.00;3.00;2.00;2.00
1,687.00;1,687.00;38.00;1.00;9.00;9.00
1,688.00;1,688.00;3.00;3.00;2.00;2.00
1,689.00;1,689.00;19.00;1.00;9.00;9.00
1,690.00;1,690.00;37.00;37.00;9.00;9.00
1,691.00;1,691.00;34.00;34.00;.00;.00
1,692.00;1,692.00;1.00;37.00;4.00;7.00
1,693.00;1,693.00;37.00;38.00;9.00;9.00
1,694.00;1,694.00;3.00;19.00;3.00;10.00
1,695.00;1,695.00;3.00;3.00;3.00;10.00
1,696.00;1,696.00;38.00;37.00;9.00;8.00
1,697.00;1,697.00;19.00;38.00;4.00;5.00
1,698.00;1,698.00;34.00;1.00;.00;2.00
1,699.00;1,699.00;1.00;1.00;5.00;5.00
1,700.00;1,700.00;37.00;37.00;90.00;90.00
1,701.00;1,701.00;38.00;37.00;9.00;9.00
1,702.00;1,702.00;1.00;1.00;5.00;5.00
1,703.00;1,703.00;34.00;34.00;.00;.00
1,704.00;1,704.00;38.00;38.00;7.00;7.00
1,705.00;1,705.00;1.00;19.00;4.00;9.00
1,706.00;1,706.00;3.00;1.00;4.00;1.00
1,707.00;1,707.00;1.00;1.00;4.00;4.00
1,708.00;1,708.00;1.00;38.00;8.00;9.00
1,709.00;1,709.00;19.00;1.00;7.00;10.00
1,710.00;1,710.00;37.00;38.00;9.00;5.00
1,711.00;1,711.00;37.00;37.00;9.00;9.00
1,712.00;1,712.00;19.00;19.00;5.00;4.00
1,713.00;1,713.00;3.00;1.00;3.00;10.00
1,714.00;1,714.00;1.00;3.00;9.00;4.00
1,715.00;1,715.00;19.00;37.00;9.00;9.00
1,716.00;1,716.00;1.00;19.00;4.00;10.00
1,717.00;1,717.00;38.00;38.00;7.00;7.00
1,718.00;1,718.00;37.00;38.00;4.00;4.00
1,719.00;1,719.00;38.00;37.00;7.00;7.00
1,720.00;1,720.00;2.00;1.00;2.00;4.00
1,721.00;1,721.00;38.00;37.00;9.00;9.00
1,722.00;1,722.00;37.00;37.00;9.00;9.00
1,723.00;1,723.00;3.00;3.00;2.00;8.00
1,724.00;1,724.00;2.00;1.00;9.00;9.00
1,725.00;1,725.00;19.00;19.00;3.00;10.00
1,726.00;1,726.00;37.00;37.00;5.00;1.00
1,727.00;1,727.00;34.00;34.00;99.00;99.00
1,728.00;1,728.00;38.00;37.00;4.00;9.00
1,729.00;1,729.00;38.00;37.00;4.00;9.00
1,730.00;1,730.00;37.00;37.00;9.00;9.00
1,731.00;1,731.00;3.00;3.00;5.00;10.00
1,732.00;1,732.00;19.00;19.00;90.00;8.00
1,733.00;1,733.00;37.00;38.00;9.00;10.00
1,734.00;1,734.00;37.00;3.00;9.00;10.00
1,735.00;1,735.00;1.00;1.00;9.00;9.00
1,736.00;1,736.00;2.00;19.00;3.00;8.00
1,737.00;1,737.00;3.00;1.00;2.00;1.00
1,738.00;1,738.00;1.00;3.00;9.00;10.00
1,739.00;1,739.00;3.00;1.00;5.00;9.00
1,740.00;1,740.00;37.00;37.00;9.00;10.00
1,741.00;1,741.00;3.00;3.00;5.00;2.00
1,742.00;1,742.00;1.00;1.00;4.00;2.00
1,743.00;1,743.00;3.00;19.00;2.00;9.00
1,744.00;1,744.00;1.00;1.00;9.00;6.00
1,745.00;1,745.00;37.00;37.00;90.00;90.00
1,746.00;1,746.00;1.00;1.00;4.00;4.00
1,747.00;1,747.00;19.00;1.00;9.00;4.00
1,748.00;1,748.00;19.00;1.00;9.00;6.00
1,749.00;1,749.00;1.00;1.00;9.00;4.00
1,750.00;1,750.00;38.00;38.00;7.00;7.00
1,751.00;1,751.00;3.00;2.00;2.00;6.00
1,752.00;1,752.00;38.00;19.00;9.00;9.00
1,753.00;1,753.00;39.00;39.00;3.00;3.00
1,754.00;1,754.00;19.00;3.00;5.00;2.00
1,755.00;1,755.00;3.00;1.00;2.00;9.00
1,756.00;1,756.00;1.00;1.00;3.00;3.00
1,757.00;1,757.00;4.00;4.00;3.00;3.00
1,758.00;1,758.00;1.00;37.00;4.00;8.00
1,759.00;1,759.00;4.00;19.00;2.00;5.00
1,760.00;1,760.00;1.00;1.00;4.00;7.00
1,761.00;1,761.00;19.00;19.00;191.00;171.00
1,762.00;1,762.00;1.00;1.00;5.00;7.00
1,763.00;1,763.00;1.00;19.00;1.00;3.00
1,764.00;1,764.00;37.00;2.00;6.00;4.00
1,765.00;1,765.00;1.00;1.00;6.00;6.00
1,766.00;1,766.00;19.00;38.00;9.00;9.00
1,767.00;1,767.00;1.00;1.00;9.00;9.00
1,768.00;1,768.00;19.00;2.00;9.00;3.00
1,769.00;1,769.00;3.00;19.00;2.00;6.00
1,770.00;1,770.00;3.00;3.00;2.00;2.00
1,771.00;1,771.00;37.00;19.00;9.00;5.00
1,772.00;1,772.00;38.00;38.00;9.00;8.00
1,773.00;1,773.00;1.00;1.00;9.00;9.00
1,774.00;1,774.00;19.00;19.00;4.00;4.00
1,775.00;1,775.00;1.00;19.00;4.00;5.00
1,776.00;1,776.00;1.00;3.00;.00;.00
1,777.00;1,777.00;19.00;38.00;4.00;7.00
1,778.00;1,778.00;37.00;12.00;9.00;9.00
1,779.00;1,779.00;37.00;38.00;7.00;7.00
1,780.00;1,780.00;37.00;19.00;9.00;9.00
1,781.00;1,781.00;1.00;37.00;9.00;10.00
1,782.00;1,782.00;1.00;19.00;3.00;3.00
1,783.00;1,783.00;37.00;37.00;3.00;7.00
1,784.00;1,784.00;3.00;38.00;123.00;171.00
1,785.00;1,785.00;37.00;38.00;9.00;9.00
1,786.00;1,786.00;37.00;38.00;7.00;7.00
1,787.00;1,787.00;37.00;37.00;9.00;4.00
1,788.00;1,788.00;37.00;37.00;9.00;9.00
1,789.00;1,789.00;3.00;3.00;.00;1.00
1,790.00;1,790.00;19.00;1.00;4.00;4.00
1,791.00;1,791.00;37.00;37.00;9.00;4.00
1,792.00;1,792.00;3.00;1.00;3.00;10.00
1,793.00;1,793.00;3.00;5.00;2.00;2.00
1,794.00;1,794.00;1.00;1.00;4.00;7.00
1,795.00;1,795.00;19.00;37.00;173.00;183.00
1,796.00;1,796.00;38.00;38.00;7.00;9.00
1,797.00;1,797.00;38.00;37.00;9.00;7.00
1,798.00;1,798.00;38.00;1.00;9.00;9.00
1,799.00;1,799.00;37.00;38.00;4.00;9.00
1,800.00;1,800.00;38.00;3.00;9.00;3.00
1,801.00;1,801.00;3.00;1.00;4.00;1.00
1,802.00;1,802.00;34.00;34.00;.00;.00
1,803.00;1,803.00;1.00;1.00;9.00;9.00
1,804.00;1,804.00;19.00;1.00;4.00;4.00
1,805.00;1,805.00;19.00;19.00;9.00;5.00
1,806.00;1,806.00;3.00;1.00;2.00;9.00
1,807.00;1,807.00;1.00;1.00;3.00;5.00
1,808.00;1,808.00;3.00;3.00;1.00;1.00
1,809.00;1,809.00;1.00;19.00;4.00;7.00
1,810.00;1,810.00;1.00;1.00;5.00;3.00
1,811.00;1,811.00;37.00;37.00;9.00;9.00
1,812.00;1,812.00;1.00;19.00;3.00;3.00
1,813.00;1,813.00;37.00;37.00;5.00;5.00
1,814.00;1,814.00;37.00;38.00;9.00;9.00
1,815.00;1,815.00;1.00;37.00;4.00;7.00
1,816.00;1,816.00;19.00;37.00;1.00;1.00
1,817.00;1,817.00;37.00;37.00;6.00;6.00
1,818.00;1,818.00;37.00;37.00;9.00;9.00
1,819.00;1,819.00;2.00;37.00;9.00;9.00
1,820.00;1,820.00;3.00;2.00;3.00;3.00
1,821.00;1,821.00;19.00;38.00;4.00;9.00
1,822.00;1,822.00;3.00;1.00;4.00;3.00
1,823.00;1,823.00;1.00;38.00;4.00;5.00
1,824.00;1,824.00;1.00;1.00;4.00;4.00
1,825.00;1,825.00;3.00;3.00;3.00;3.00
1,826.00;1,826.00;19.00;37.00;5.00;3.00
1,827.00;1,827.00;38.00;1.00;5.00;7.00
1,828.00;1,828.00;1.00;38.00;4.00;9.00
1,829.00;1,829.00;37.00;37.00;4.00;5.00
1,830.00;1,830.00;38.00;37.00;5.00;6.00
1,831.00;1,831.00;37.00;19.00;9.00;8.00
1,832.00;1,832.00;1.00;1.00;4.00;4.00
1,833.00;1,833.00;37.00;19.00;9.00;8.00
1,834.00;1,834.00;19.00;19.00;9.00;9.00
1,835.00;1,835.00;19.00;38.00;3.00;9.00
1,836.00;1,836.00;38.00;38.00;191.00;192.00
1,837.00;1,837.00;37.00;19.00;9.00;3.00
1,838.00;1,838.00;37.00;37.00;9.00;9.00
1,839.00;1,839.00;3.00;19.00;2.00;5.00
1,840.00;1,840.00;1.00;19.00;4.00;4.00
1,841.00;1,841.00;38.00;37.00;.00;5.00
1,842.00;1,842.00;19.00;19.00;3.00;10.00
1,843.00;1,843.00;1.00;38.00;3.00;6.00
1,844.00;1,844.00;3.00;1.00;3.00;3.00
1,845.00;1,845.00;1.00;1.00;9.00;9.00
1,846.00;1,846.00;3.00;19.00;2.00;4.00
1,847.00;1,847.00;37.00;3.00;5.00;2.00
1,848.00;1,848.00;36.00;14.00;9.00;10.00
1,849.00;1,849.00;5.00;5.00;2.00;2.00
1,850.00;1,850.00;3.00;3.00;2.00;2.00
1,851.00;1,851.00;1.00;1.00;7.00;10.00
1,852.00;1,852.00;19.00;38.00;9.00;7.00
1,853.00;1,853.00;3.00;19.00;3.00;3.00
1,854.00;1,854.00;3.00;3.00;2.00;10.00
1,855.00;1,855.00;37.00;37.00;90.00;90.00
1,856.00;1,856.00;19.00;1.00;90.00;90.00
1,857.00;1,857.00;3.00;3.00;9.00;9.00
1,858.00;1,858.00;19.00;1.00;9.00;9.00
1,859.00;1,859.00;1.00;4.00;4.00;2.00
1,860.00;1,860.00;3.00;2.00;2.00;2.00
1,861.00;1,861.00;19.00;19.00;.00;5.00
1,862.00;1,862.00;1.00;1.00;4.00;4.00
1,863.00;1,863.00;1.00;1.00;5.00;4.00
1,864.00;1,864.00;37.00;38.00;9.00;5.00
1,865.00;1,865.00;9.00;19.00;4.00;4.00
1,866.00;1,866.00;1.00;1.00;3.00;7.00
1,867.00;1,867.00;19.00;19.00;5.00;9.00
1,868.00;1,868.00;37.00;37.00;9.00;6.00
1,869.00;1,869.00;37.00;19.00;9.00;8.00
1,870.00;1,870.00;19.00;11.00;.00;.00
1,871.00;1,871.00;34.00;3.00;7.00;2.00
1,872.00;1,872.00;1.00;1.00;4.00;4.00
1,873.00;1,873.00;1.00;1.00;4.00;10.00
1,874.00;1,874.00;34.00;34.00;.00;.00
1,875.00;1,875.00;19.00;19.00;7.00;7.00
1,876.00;1,876.00;37.00;37.00;9.00;9.00
1,877.00;1,877.00;42.00;1.00;3.00;7.00
1,878.00;1,878.00;37.00;19.00;4.00;4.00
1,879.00;1,879.00;2.00;19.00;5.00;5.00
1,880.00;1,880.00;19.00;3.00;4.00;9.00
1,881.00;1,881.00;37.00;37.00;9.00;9.00
1,882.00;1,882.00;37.00;37.00;9.00;4.00
1,883.00;1,883.00;19.00;38.00;9.00;9.00
1,884.00;1,884.00;1.00;19.00;10.00;5.00
1,885.00;1,885.00;37.00;37.00;191.00;172.00
1,886.00;1,886.00;19.00;2.00;9.00;3.00
1,887.00;1,887.00;37.00;37.00;9.00;7.00
1,888.00;1,888.00;37.00;37.00;5.00;.00
1,889.00;1,889.00;2.00;19.00;2.00;8.00
1,890.00;1,890.00;1.00;1.00;9.00;3.00
1,891.00;1,891.00;40.00;43.00;4.00;4.00
1,892.00;1,892.00;38.00;37.00;7.00;7.00
1,893.00;1,893.00;2.00;22.00;4.00;3.00
1,894.00;1,894.00;2.00;3.00;4.00;8.00
1,895.00;1,895.00;1.00;1.00;4.00;3.00
1,896.00;1,896.00;19.00;19.00;7.00;9.00
1,897.00;1,897.00;19.00;37.00;8.00;8.00
1,898.00;1,898.00;3.00;3.00;2.00;2.00
1,899.00;1,899.00;12.00;12.00;4.00;1.00
1,900.00;1,900.00;3.00;1.00;2.00;8.00
1,901.00;1,901.00;1.00;37.00;3.00;.00
1,902.00;1,902.00;1.00;9.00;4.00;4.00
1,903.00;1,903.00;1.00;1.00;4.00;4.00
1,904.00;1,904.00;19.00;1.00;4.00;10.00
1,905.00;1,905.00;19.00;1.00;7.00;9.00
1,906.00;1,906.00;1.00;37.00;4.00;8.00
1,907.00;1,907.00;4.00;12.00;5.00;9.00
1,908.00;1,908.00;19.00;1.00;9.00;10.00
1,909.00;1,909.00;2.00;19.00;3.00;9.00
1,910.00;1,910.00;3.00;3.00;2.00;2.00
1,911.00;1,911.00;3.00;19.00;4.00;5.00
1,912.00;1,912.00;37.00;37.00;5.00;7.00
1,913.00;1,913.00;38.00;1.00;9.00;3.00
1,914.00;1,914.00;19.00;37.00;3.00;3.00
1,915.00;1,915.00;12.00;12.00;9.00;4.00
1,916.00;1,916.00;1.00;37.00;4.00;8.00
1,917.00;1,917.00;19.00;38.00;5.00;8.00
1,918.00;1,918.00;19.00;38.00;9.00;10.00
1,919.00;1,919.00;19.00;37.00;9.00;9.00
1,920.00;1,920.00;19.00;19.00;1.00;1.00
1,921.00;1,921.00;1.00;1.00;3.00;7.00
1,922.00;1,922.00;37.00;38.00;9.00;8.00
1,923.00;1,923.00;19.00;1.00;9.00;1.00
1,924.00;1,924.00;37.00;38.00;5.00;1.00
1,925.00;1,925.00;1.00;38.00;4.00;7.00
1,926.00;1,926.00;1.00;1.00;4.00;10.00
1,927.00;1,927.00;38.00;19.00;9.00;4.00
1,928.00;1,928.00;19.00;19.00;9.00;9.00
1,929.00;1,929.00;38.00;38.00;9.00;5.00
1,930.00;1,930.00;1.00;1.00;9.00;9.00
1,931.00;1,931.00;19.00;1.00;1.00;1.00
1,932.00;1,932.00;38.00;38.00;5.00;7.00
1,933.00;1,933.00;19.00;19.00;3.00;3.00
1,934.00;1,934.00;19.00;37.00;9.00;4.00
1,935.00;1,935.00;19.00;38.00;9.00;9.00
1,936.00;1,936.00;1.00;38.00;3.00;3.00
1,937.00;1,937.00;4.00;1.00;2.00;10.00
1,938.00;1,938.00;19.00;38.00;4.00;5.00
1,939.00;1,939.00;19.00;19.00;4.00;10.00
1,940.00;1,940.00;3.00;3.00;3.00;4.00
1,941.00;1,941.00;1.00;1.00;9.00;4.00
1,942.00;1,942.00;38.00;38.00;9.00;6.00
1,943.00;1,943.00;12.00;19.00;9.00;9.00
1,944.00;1,944.00;4.00;19.00;3.00;5.00
1,945.00;1,945.00;1.00;19.00;4.00;7.00
1,946.00;1,946.00;37.00;37.00;9.00;9.00
1,947.00;1,947.00;19.00;38.00;5.00;3.00
1,948.00;1,948.00;1.00;19.00;4.00;10.00
1,949.00;1,949.00;38.00;38.00;9.00;9.00
1,950.00;1,950.00;38.00;37.00;5.00;5.00
1,951.00;1,951.00;38.00;38.00;4.00;7.00
1,952.00;1,952.00;19.00;19.00;9.00;9.00
1,953.00;1,953.00;19.00;37.00;7.00;7.00
1,954.00;1,954.00;1.00;38.00;5.00;6.00
1,955.00;1,955.00;3.00;19.00;2.00;3.00
1,956.00;1,956.00;19.00;38.00;4.00;.00
1,957.00;1,957.00;19.00;1.00;4.00;5.00
1,958.00;1,958.00;37.00;37.00;4.00;4.00
1,959.00;1,959.00;12.00;38.00;4.00;9.00
1,960.00;1,960.00;19.00;1.00;9.00;9.00
1,961.00;1,961.00;1.00;1.00;4.00;9.00
1,962.00;1,962.00;19.00;1.00;9.00;4.00
1,963.00;1,963.00;1.00;1.00;5.00;4.00
1,964.00;1,964.00;1.00;1.00;4.00;4.00
1,965.00;1,965.00;1.00;3.00;4.00;1.00
1,966.00;1,966.00;3.00;1.00;2.00;4.00
1,967.00;1,967.00;1.00;19.00;3.00;4.00
1,968.00;1,968.00;3.00;2.00;4.00;3.00
1,969.00;1,969.00;1.00;1.00;3.00;4.00
1,970.00;1,970.00;1.00;2.00;4.00;7.00
1,971.00;1,971.00;19.00;3.00;5.00;2.00
1,972.00;1,972.00;2.00;19.00;2.00;4.00
1,973.00;1,973.00;19.00;19.00;5.00;4.00
1,974.00;1,974.00;19.00;19.00;4.00;6.00
1,975.00;1,975.00;1.00;12.00;3.00;10.00
1,976.00;1,976.00;1.00;1.00;4.00;4.00
1,977.00;1,977.00;19.00;19.00;3.00;3.00
1,978.00;1,978.00;1.00;19.00;191.00;102.00
1,979.00;1,979.00;1.00;2.00;3.00;3.00
1,980.00;1,980.00;12.00;1.00;9.00;9.00
1,981.00;1,981.00;19.00;19.00;9.00;9.00
1,982.00;1,982.00;19.00;19.00;7.00;7.00
1,983.00;1,983.00;38.00;37.00;6.00;6.00
1,984.00;1,984.00;38.00;19.00;5.00;8.00
1,985.00;1,985.00;19.00;1.00;5.00;5.00
1,986.00;1,986.00;37.00;37.00;9.00;7.00
1,987.00;1,987.00;37.00;37.00;9.00;9.00
1,988.00;1,988.00;37.00;37.00;9.00;10.00
1,989.00;1,989.00;19.00;37.00;3.00;3.00
1,990.00;1,990.00;4.00;1.00;4.00;10.00
1,991.00;1,991.00;37.00;19.00;5.00;5.00
1,992.00;1,992.00;37.00;37.00;9.00;9.00
1,993.00;1,993.00;1.00;1.00;4.00;7.00
1,994.00;1,994.00;37.00;38.00;193.00;181.00
1,995.00;1,995.00;19.00;9.00;.00;.00
1,996.00;1,996.00;30.00;19.00;.00;2.00
1,997.00;1,997.00;3.00;37.00;4.00;8.00
1,998.00;1,998.00;37.00;37.00;9.00;9.00
1,999.00;1,999.00;37.00;38.00;4.00;7.00
2,000.00;2,000.00;19.00;19.00;9.00;7.00
2,001.00;2,001.00;1.00;1.00;9.00;6.00
2,002.00;2,002.00;38.00;37.00;9.00;5.00
2,003.00;2,003.00;38.00;38.00;9.00;9.00
2,004.00;2,004.00;19.00;38.00;4.00;8.00
2,005.00;2,005.00;34.00;34.00;.00;.00
2,006.00;2,006.00;1.00;37.00;4.00;10.00
2,007.00;2,007.00;37.00;37.00;9.00;8.00
2,008.00;2,008.00;37.00;37.00;9.00;2.00
2,009.00;2,009.00;37.00;37.00;9.00;7.00
2,010.00;2,010.00;1.00;1.00;90.00;90.00
2,011.00;2,011.00;37.00;37.00;9.00;5.00
2,012.00;2,012.00;37.00;37.00;9.00;4.00
2,013.00;2,013.00;38.00;1.00;5.00;3.00
2,014.00;2,014.00;37.00;37.00;9.00;9.00
2,015.00;2,015.00;19.00;19.00;4.00;4.00
2,016.00;2,016.00;19.00;19.00;6.00;6.00
2,017.00;2,017.00;3.00;1.00;6.00;6.00
2,018.00;2,018.00;38.00;1.00;9.00;10.00
2,019.00;2,019.00;19.00;19.00;5.00;5.00
2,020.00;2,020.00;1.00;1.00;4.00;9.00
2,021.00;2,021.00;19.00;1.00;9.00;5.00
2,022.00;2,022.00;19.00;1.00;9.00;4.00
2,023.00;2,023.00;38.00;38.00;9.00;9.00
2,024.00;2,024.00;1.00;12.00;5.00;8.00
2,025.00;2,025.00;37.00;37.00;9.00;10.00
2,026.00;2,026.00;4.00;19.00;4.00;10.00
2,027.00;2,027.00;3.00;2.00;3.00;3.00
2,028.00;2,028.00;3.00;39.00;1.00;3.00
2,029.00;2,029.00;19.00;37.00;4.00;9.00
2,030.00;2,030.00;37.00;38.00;9.00;6.00
2,031.00;2,031.00;19.00;19.00;9.00;10.00
2,032.00;2,032.00;38.00;37.00;9.00;9.00
2,033.00;2,033.00;19.00;37.00;9.00;6.00
2,034.00;2,034.00;37.00;37.00;9.00;9.00
2,035.00;2,035.00;37.00;37.00;6.00;6.00
2,036.00;2,036.00;3.00;19.00;2.00;8.00
2,037.00;2,037.00;1.00;37.00;5.00;9.00
2,038.00;2,038.00;3.00;3.00;1.00;1.00
2,039.00;2,039.00;37.00;37.00;9.00;9.00
2,040.00;2,040.00;38.00;19.00;7.00;7.00
2,041.00;2,041.00;38.00;37.00;9.00;9.00
2,042.00;2,042.00;38.00;37.00;4.00;6.00
2,043.00;2,043.00;37.00;1.00;9.00;3.00
2,044.00;2,044.00;1.00;19.00;9.00;9.00
2,045.00;2,045.00;1.00;19.00;3.00;3.00
2,046.00;2,046.00;19.00;1.00;9.00;1.00
2,047.00;2,047.00;37.00;1.00;7.00;7.00
2,048.00;2,048.00;38.00;19.00;7.00;7.00
2,049.00;2,049.00;3.00;1.00;2.00;5.00
2,050.00;2,050.00;1.00;19.00;9.00;7.00
2,051.00;2,051.00;37.00;38.00;9.00;3.00
2,052.00;2,052.00;38.00;38.00;7.00;7.00
2,053.00;2,053.00;1.00;19.00;4.00;5.00
2,054.00;2,054.00;1.00;38.00;3.00;9.00
2,055.00;2,055.00;1.00;19.00;4.00;5.00
2,056.00;2,056.00;37.00;19.00;9.00;8.00
2,057.00;2,057.00;1.00;19.00;9.00;7.00
2,058.00;2,058.00;37.00;37.00;9.00;9.00
2,059.00;2,059.00;1.00;19.00;5.00;7.00
2,060.00;2,060.00;38.00;37.00;4.00;10.00
2,061.00;2,061.00;19.00;37.00;3.00;9.00
2,062.00;2,062.00;19.00;19.00;9.00;8.00
2,063.00;2,063.00;1.00;1.00;9.00;9.00
2,064.00;2,064.00;38.00;38.00;4.00;7.00
2,065.00;2,065.00;38.00;19.00;9.00;9.00
2,066.00;2,066.00;1.00;38.00;9.00;8.00
2,067.00;2,067.00;19.00;1.00;7.00;10.00
2,068.00;2,068.00;4.00;1.00;4.00;4.00
2,069.00;2,069.00;19.00;38.00;4.00;10.00
2,070.00;2,070.00;37.00;1.00;9.00;7.00
2,071.00;2,071.00;1.00;37.00;1.00;10.00
2,072.00;2,072.00;19.00;3.00;9.00;4.00
2,073.00;2,073.00;38.00;38.00;5.00;9.00
2,074.00;2,074.00;1.00;19.00;9.00;9.00
2,075.00;2,075.00;19.00;38.00;3.00;9.00
2,076.00;2,076.00;37.00;37.00;9.00;4.00
2,077.00;2,077.00;38.00;1.00;4.00;10.00
2,078.00;2,078.00;19.00;37.00;4.00;8.00
2,079.00;2,079.00;3.00;3.00;3.00;6.00
2,080.00;2,080.00;38.00;38.00;7.00;7.00
2,081.00;2,081.00;38.00;37.00;9.00;9.00
2,082.00;2,082.00;4.00;4.00;2.00;1.00
2,083.00;2,083.00;37.00;37.00;9.00;8.00
2,084.00;2,084.00;3.00;1.00;2.00;3.00
2,085.00;2,085.00;19.00;37.00;9.00;9.00
2,086.00;2,086.00;19.00;37.00;99.00;90.00
2,087.00;2,087.00;1.00;1.00;4.00;4.00
2,088.00;2,088.00;3.00;2.00;3.00;6.00
2,089.00;2,089.00;19.00;19.00;4.00;8.00
2,090.00;2,090.00;1.00;1.00;4.00;7.00
2,091.00;2,091.00;38.00;37.00;5.00;7.00
2,092.00;2,092.00;19.00;19.00;4.00;7.00
2,093.00;2,093.00;5.00;4.00;2.00;1.00
2,094.00;2,094.00;37.00;37.00;9.00;9.00
2,095.00;2,095.00;3.00;3.00;2.00;2.00
2,096.00;2,096.00;3.00;3.00;2.00;2.00
2,097.00;2,097.00;3.00;1.00;4.00;4.00
2,098.00;2,098.00;38.00;1.00;7.00;7.00
2,099.00;2,099.00;37.00;19.00;5.00;5.00
2,100.00;2,100.00;19.00;19.00;5.00;5.00
2,101.00;2,101.00;38.00;38.00;9.00;5.00
2,102.00;2,102.00;1.00;1.00;4.00;3.00
2,103.00;2,103.00;37.00;37.00;9.00;8.00
2,104.00;2,104.00;34.00;19.00;3.00;.00
2,105.00;2,105.00;19.00;38.00;9.00;9.00
2,106.00;2,106.00;19.00;19.00;4.00;7.00
2,107.00;2,107.00;1.00;1.00;3.00;3.00
2,108.00;2,108.00;37.00;37.00;9.00;9.00
2,109.00;2,109.00;2.00;19.00;2.00;9.00
2,110.00;2,110.00;3.00;3.00;2.00;2.00
2,111.00;2,111.00;1.00;19.00;4.00;1.00
2,112.00;2,112.00;19.00;1.00;9.00;2.00
2,113.00;2,113.00;19.00;19.00;9.00;9.00
2,114.00;2,114.00;38.00;38.00;175.00;183.00
2,115.00;2,115.00;38.00;37.00;5.00;5.00
2,116.00;2,116.00;1.00;19.00;5.00;5.00
2,117.00;2,117.00;1.00;19.00;4.00;4.00
2,118.00;2,118.00;38.00;38.00;9.00;9.00
2,119.00;2,119.00;12.00;12.00;90.00;4.00
2,120.00;2,120.00;1.00;1.00;6.00;7.00
2,121.00;2,121.00;19.00;19.00;4.00;9.00
2,122.00;2,122.00;1.00;38.00;5.00;5.00
2,123.00;2,123.00;37.00;37.00;9.00;7.00
2,124.00;2,124.00;1.00;19.00;4.00;10.00
2,125.00;2,125.00;5.00;3.00;3.00;3.00
2,126.00;2,126.00;38.00;38.00;9.00;9.00
2,127.00;2,127.00;38.00;1.00;5.00;7.00
2,128.00;2,128.00;18.00;18.00;1.00;1.00
2,129.00;2,129.00;19.00;19.00;8.00;8.00
2,130.00;2,130.00;19.00;1.00;5.00;7.00
2,131.00;2,131.00;19.00;37.00;3.00;7.00
2,132.00;2,132.00;1.00;37.00;5.00;7.00
2,133.00;2,133.00;19.00;37.00;4.00;5.00
2,134.00;2,134.00;1.00;1.00;4.00;5.00
2,135.00;2,135.00;19.00;38.00;1.00;1.00
2,136.00;2,136.00;19.00;1.00;4.00;1.00
2,137.00;2,137.00;37.00;37.00;9.00;9.00
2,138.00;2,138.00;38.00;19.00;9.00;9.00
